interaction_id,campaign_id,customer_id,interaction_datetime,event_type,platform,device_type,ad_cost,order_id,is_new_customer,revenue,session_id
1d58722a-e684-4804-84fe-5aa859146215,CMP014,CUST0047,2024-07-08 13:54:00,conversion,google,ios,24.48,ORD449850,false,702.12,SESSION878522
49f2449d-64a8-4d07-9571-a277784c840c,CMP014,CUST0435,2024-02-23 12:26:00,conversion,tiktok,android,37.39,ORD414316,true,318.08,SESSION264617
81d1b23d-eca0-4c76-99d8-e836d68ebb8c,CMP001,CUST0330,2024-05-18 08:34:00,conversion,facebook,web,30.82,ORD436462,true,432.84,SESSION847150
8ee6f44a-fa94-4b45-b26d-b35b22274af6,CMP010,CUST0096,2024-08-12 15:44:00,conversion,tiktok,ios,13.21,ORD458907,false,150.4,SESSION230928
3fc5fe38-ab76-4773-9700-f04538125b96,CMP012,CUST0273,2024-11-07 07:53:00,conversion,facebook,web,32.76,ORD481135,true,232.87,SESSION960335
665c9fb5-e12e-451e-a752-cb255fb6b9b5,CMP007,CUST0402,2024-02-28 02:23:00,click,tiktok,ios,16.8,ORD415320,true,650.14,SESSION877286
a2b43d99-88e3-4545-8f96-4b919d9c3abc,CMP001,CUST0442,2024-09-26 17:59:00,click,tiktok,web,6.67,ORD470033,false,366.42,SESSION513898
a20f0929-792f-4944-a79f-4bbeedfe139e,CMP012,CUST0247,2024-08-03 22:32:00,click,google,web,14.2,ORD456088,true,251.55,SESSION805213
54c94642-23c3-4631-96b6-b01030fe948c,CMP007,CUST0304,2024-11-02 09:54:00,conversion,google,android,29.75,ORD479504,false,139.16,SESSION375570
66196b00-f539-4c9b-80d5-83d2335de045,CMP006,CUST0485,2024-02-28 14:28:00,conversion,google,web,41.99,ORD415232,false,782.65,SESSION450780
d20d4193-dca1-4262-b625-17546b243d1d,CMP015,CUST0213,2024-12-18 03:55:00,impression,tiktok,android,24.41,ORD491573,false,497.49,SESSION207049
9bf957f4-db03-400f-8e41-f8b8ed30b7f3,CMP003,CUST0007,2024-01-24 14:12:00,conversion,tiktok,android,6.07,ORD406321,true,209.2,SESSION462118
c3f269b7-5a00-4cbd-b9b2-a5588c7ab5ab,CMP005,CUST0066,2024-07-01 03:52:00,conversion,google,web,40.37,ORD447644,true,242.75,SESSION235913
aea08e81-ea33-4fc7-ac26-c0d1a5fb4925,CMP010,CUST0271,2024-11-06 15:57:00,impression,google,android,31.53,ORD480826,true,341.13,SESSION944574
c0b241c7-c700-4762-b9a4-d6e348e4cc6b,CMP004,CUST0456,2024-10-02 18:50:00,click,facebook,web,39.93,ORD471666,true,410.41,SESSION341663
83c40759-cfea-4399-b462-1aef6e254d2b,CMP015,CUST0161,2024-04-11 19:11:00,impression,google,ios,48.32,ORD427009,false,390.03,SESSION227916
cabd90e5-7523-44dd-914c-b3816caa0cfb,CMP003,CUST0431,2024-12-04 07:20:00,click,tiktok,android,17.02,ORD488011,true,123.34,SESSION744342
eeec726b-78a4-4d74-91e2-3d8375b955fc,CMP018,CUST0234,2024-11-30 07:25:00,conversion,tiktok,web,38.85,ORD486726,false,153.17,SESSION457114
275a88bb-cae1-4deb-9cd2-01ca3aecb759,CMP018,CUST0357,2024-12-11 17:06:00,click,google,web,24.46,ORD490037,true,547.42,SESSION409347
3c9860b2-2f22-44ea-9fec-3f54e8eca10e,CMP012,CUST0465,2024-05-29 00:33:00,impression,tiktok,web,13.54,ORD439014,false,349.7,SESSION974567
26d83e4d-6269-47e0-a94b-27490ad61963,CMP013,CUST0409,2024-08-11 02:21:00,impression,facebook,web,34.64,ORD458560,false,419.77,SESSION350704
b2dd8555-c782-4a67-9cbc-c2ca3d25c894,CMP012,CUST0099,2024-04-25 00:48:00,conversion,tiktok,ios,38.77,ORD430239,false,434.33,SESSION601104
3eb64378-f6f3-4b81-af37-29108f578c32,CMP007,CUST0249,2024-09-20 16:56:00,impression,google,web,13.35,ORD468696,true,297.28,SESSION749919
d1998ed5-6dcb-4572-a97a-649bb4517d9f,CMP015,CUST0455,2024-03-06 00:09:00,conversion,google,ios,43.37,ORD417285,false,164.18,SESSION389231
2f18a983-fc12-4a6b-b171-ad73b04a2c8e,CMP017,CUST0422,2024-07-02 15:34:00,conversion,tiktok,ios,23.67,ORD447855,true,699.98,SESSION664226
9f24c14a-e0fa-4f4a-8e3a-6cf1f86f7954,CMP012,CUST0003,2024-03-24 22:30:00,click,facebook,android,30.35,ORD422160,true,397.57,SESSION414266
7110e56b-1e5c-4545-b3fb-7fa822d64fb2,CMP002,CUST0212,2024-09-02 09:48:00,click,google,web,48.44,ORD463767,false,542.61,SESSION263530
0b987a9a-6bdc-461d-ace0-e4d81e3d34ec,CMP001,CUST0030,2024-03-22 22:21:00,impression,facebook,android,44.27,ORD421702,true,545.72,SESSION367258
026a1a06-1162-4420-94b8-217f6ad7c6b5,CMP014,CUST0307,2024-02-04 04:23:00,conversion,facebook,web,4.74,ORD409011,true,123.29,SESSION259076
a9d8b2d3-ea22-4dd6-b327-d8ed08beddda,CMP008,CUST0227,2024-03-10 22:08:00,click,facebook,android,39.77,ORD418561,true,361.68,SESSION801074
6d4832f5-f3f4-4964-9405-be4fbdc77129,CMP004,CUST0416,2024-03-31 22:20:00,conversion,tiktok,android,14.09,ORD423713,true,101.54,SESSION576988
56b3d915-5170-4633-91e8-3dc7e3c66319,CMP019,CUST0165,2024-11-28 01:50:00,impression,tiktok,android,40.2,ORD486301,true,649.21,SESSION925522
e9593122-0504-40ea-a325-b6c79e280610,CMP003,CUST0241,2024-05-10 15:13:00,conversion,tiktok,ios,9.67,ORD434586,false,515.91,SESSION869211
9dd7d6c1-191f-484b-bfab-205db09bc473,CMP016,CUST0098,2024-04-13 05:15:00,conversion,google,ios,18.34,ORD427450,true,288.86,SESSION523707
4fe8ef7c-83ba-4c13-9b10-5cc7fb374b9f,CMP016,CUST0191,2024-02-15 00:52:00,click,tiktok,web,27.8,ORD412312,false,208.34,SESSION658225
84a71cb0-55a3-4f6a-82bd-29e2d21c4e33,CMP020,CUST0226,2024-07-19 01:34:00,conversion,facebook,ios,5.24,ORD452588,false,182.2,SESSION160339
b3f3f243-cfa3-41fc-8031-5ea197f0bdca,CMP019,CUST0028,2024-08-23 02:25:00,impression,facebook,ios,47.92,ORD461231,true,233.06,SESSION574496
7c5f413c-89ba-4be2-958f-856bf7f339c6,CMP013,CUST0167,2024-10-30 10:47:00,click,google,android,5.71,ORD478750,false,579.94,SESSION591802
558ae8a8-14a3-4479-8a41-83c9d80f507b,CMP016,CUST0444,2024-07-01 21:57:00,conversion,tiktok,web,22.02,ORD447525,false,201.21,SESSION450926
77ca90bd-a47f-48c4-b335-20b2d82e3375,CMP016,CUST0067,2024-09-15 06:13:00,conversion,google,web,20.28,ORD467457,true,460.59,SESSION371491
722405fd-7427-49ae-9595-38005ea9278e,CMP019,CUST0137,2024-12-20 19:53:00,impression,facebook,android,38.45,ORD491989,false,267.79,SESSION864605
6f986c95-c18e-4d5f-902f-5b12a397fa9f,CMP013,CUST0458,2024-08-08 00:28:00,click,tiktok,ios,18.06,ORD457614,false,750.35,SESSION373546
ac57ace6-578e-4d81-bc65-0da82eb8dfb1,CMP013,CUST0327,2024-05-04 11:28:00,impression,facebook,android,42.76,ORD432507,false,219.09,SESSION582243
e92496f2-6d57-429e-93d5-6a0f89a93083,CMP017,CUST0157,2024-06-17 18:18:00,click,google,web,39.72,ORD444547,true,412.91,SESSION199763
686082d9-af7a-4e2d-a58d-7f9cdbfc81a9,CMP003,CUST0096,2024-10-26 16:11:00,conversion,facebook,web,19.28,ORD477446,false,656.52,SESSION288394
1eb32b25-3418-4737-8265-e0d8b5b8b6a7,CMP009,CUST0303,2024-06-08 11:15:00,conversion,google,android,33.15,ORD441869,false,138.85,SESSION220545
0a8e9298-fc33-4465-85fe-d89feaeee680,CMP011,CUST0257,2024-02-09 17:14:00,click,google,web,30.75,ORD410719,false,774.79,SESSION891174
6b735ed6-286b-4203-b381-2cf37509bd96,CMP008,CUST0312,2024-12-15 10:37:00,conversion,google,web,6.54,ORD490915,true,173.77,SESSION900065
c0ca0733-6d2d-46c7-8588-689d94b904cc,CMP005,CUST0259,2024-06-20 17:01:00,click,facebook,web,42.78,ORD445010,false,572.37,SESSION697418
64d0fd29-6d9d-4dea-826c-70c2eab84e16,CMP010,CUST0166,2024-10-02 07:03:00,impression,tiktok,android,9.98,ORD471761,false,712.19,SESSION376306
3c340777-7227-4a06-94b8-bb6d2185d504,CMP008,CUST0303,2024-10-03 18:46:00,click,google,web,14.46,ORD471959,false,618.04,SESSION103128
51463205-634e-424d-9fd7-0f6ba103d192,CMP001,CUST0011,2024-06-05 16:45:00,click,facebook,ios,42.82,ORD440862,true,391.57,SESSION831846
e725c528-1c4d-4d1d-90b3-bc8ebdc1de05,CMP018,CUST0283,2024-09-28 12:53:00,click,tiktok,ios,18.74,ORD470385,false,592.32,SESSION518940
295da762-5529-491c-b14f-9f32786b17d6,CMP010,CUST0111,2024-09-16 00:47:00,conversion,tiktok,android,40.11,ORD467882,false,503.73,SESSION363004
9a72bd3a-f8b5-4e6d-bd1d-5738301cb6da,CMP010,CUST0080,2024-01-23 22:35:00,click,facebook,android,17.31,ORD406104,false,423.55,SESSION966207
a1818b2c-3998-4ef7-98c2-c40d40b54459,CMP014,CUST0318,2024-07-07 19:45:00,conversion,google,android,32.14,ORD449306,true,347.09,SESSION914697
f62ef56a-7f36-4910-9ff1-976eb2ecd338,CMP001,CUST0425,2024-11-18 14:10:00,conversion,facebook,ios,45.02,ORD483897,true,570.64,SESSION851983
abc560f0-5c0b-4d61-963e-45c661a46156,CMP019,CUST0064,2024-07-05 11:24:00,click,google,ios,32.24,ORD448889,false,144.84,SESSION520260
43c971ef-6da0-4f87-9d48-fc3d95f89124,CMP005,CUST0381,2024-06-21 05:49:00,click,facebook,android,19.98,ORD445328,true,347.72,SESSION768431
601c9e5b-cf61-4757-b76a-3cbf94cdea7c,CMP020,CUST0223,2024-10-30 08:51:00,click,tiktok,ios,48.31,ORD478757,true,442.02,SESSION600237
7d60cede-f161-4aa4-a740-8a1788c7f895,CMP012,CUST0446,2024-03-22 10:16:00,click,google,android,23.35,ORD421563,false,548.14,SESSION704858
4e777fd8-0017-4e98-9585-d8fc25eeb4ff,CMP006,CUST0475,2024-10-31 04:34:00,impression,facebook,web,10.27,ORD478839,false,192.12,SESSION538647
454d49b0-1756-4f09-9612-bf6346c8d7a4,CMP004,CUST0078,2024-07-03 19:25:00,impression,google,web,33.63,ORD448233,true,456.39,SESSION267306
6634bde5-893a-4bd4-ba28-af2cc3464fd2,CMP018,CUST0273,2024-11-09 06:34:00,impression,tiktok,ios,43.85,ORD481609,false,679.37,SESSION542891
b787ce9b-8502-46b7-8c2c-299b96a834b3,CMP005,CUST0004,2024-09-10 11:43:00,click,tiktok,ios,24.93,ORD466274,false,633.6,SESSION912332
faff282e-0d69-4f83-949a-8b754985fe9c,CMP016,CUST0040,2024-05-03 22:33:00,click,google,web,30.37,ORD432377,true,388.82,SESSION607968
f90e39a8-a5cc-4607-bdc6-159e8da85359,CMP005,CUST0156,2024-04-19 12:18:00,impression,google,ios,35.88,ORD428938,false,336.71,SESSION462391
21817930-534e-42cf-a212-c33895bd632c,CMP013,CUST0047,2024-03-06 12:15:00,impression,tiktok,android,34.3,ORD417435,true,584.13,SESSION947880
3839f649-5840-4f85-9c10-6305fefd37b4,CMP002,CUST0500,2024-10-18 13:34:00,impression,tiktok,web,26.45,ORD475775,true,175.84,SESSION663952
b356f4c4-9080-4cf8-a6ae-ae1f8da5a960,CMP009,CUST0234,2024-02-18 15:24:00,click,tiktok,ios,20.16,ORD413006,false,710.02,SESSION981294
e7114710-a670-4bf0-9b95-f1a1238c0162,CMP012,CUST0428,2024-07-21 01:44:00,conversion,tiktok,android,36.53,ORD452900,true,626.22,SESSION729929
0aacd322-54e7-4124-9ccd-cff8c5a4520c,CMP008,CUST0468,2024-12-09 17:13:00,conversion,facebook,ios,12.31,ORD489388,false,192.0,SESSION825348
422db014-a472-4d2a-8633-5fc1ee4730b6,CMP017,CUST0012,2024-11-06 00:52:00,impression,tiktok,web,30.77,ORD480648,true,160.32,SESSION298099
edcce631-53d6-4fc5-884f-21b836a0544e,CMP012,CUST0431,2024-01-03 06:17:00,conversion,tiktok,ios,16.36,ORD400771,false,146.5,SESSION389657
5795232e-a663-432c-b758-aa3b289a8f22,CMP012,CUST0459,2024-05-22 22:02:00,impression,google,ios,12.38,ORD437476,true,438.27,SESSION985007
fda7b497-0859-4633-8b71-fdcf08844593,CMP003,CUST0387,2024-04-01 07:39:00,click,facebook,android,44.04,ORD424059,true,138.86,SESSION471776
93ca82b8-bca6-40bb-be9d-e0b3b3228cd8,CMP003,CUST0280,2024-12-15 16:54:00,impression,facebook,ios,43.92,ORD490965,true,563.09,SESSION444160
3edaa19a-3a70-4818-8ba7-5bffbd715519,CMP006,CUST0429,2024-03-31 15:26:00,conversion,google,android,27.72,ORD423808,false,315.44,SESSION438499
7114817a-f37d-407e-a022-f714774bb4c1,CMP014,CUST0065,2024-04-05 18:47:00,conversion,facebook,web,34.34,ORD425002,false,420.06,SESSION456696
dffbf3a7-ab8e-482d-990e-b623be7f7f87,CMP020,CUST0370,2024-12-16 13:23:00,click,facebook,web,9.93,ORD491147,true,120.36,SESSION344095
74f33770-dd87-4537-8f86-e445aef79c48,CMP009,CUST0026,2024-05-20 01:45:00,impression,tiktok,ios,37.43,ORD437085,true,577.2,SESSION871749
4b6efaf9-79f4-44ae-a279-a271a4d81a8c,CMP008,CUST0422,2024-10-08 21:51:00,click,facebook,android,41.0,ORD473337,false,663.45,SESSION572221
7bc3eaa8-4fd3-4bc0-a91d-dc1abcf265b0,CMP008,CUST0397,2024-02-07 16:31:00,impression,tiktok,web,20.32,ORD410022,true,621.05,SESSION716764
5a850b48-2558-4cb1-84cb-e09c7b55b6ab,CMP006,CUST0238,2024-01-22 22:49:00,conversion,facebook,ios,50.0,ORD405978,true,671.75,SESSION828623
bd28fd95-8745-4013-8a85-e0de30a2f568,CMP013,CUST0479,2024-07-27 21:52:00,conversion,facebook,ios,47.75,ORD454156,false,197.5,SESSION992354
1e6d6e7f-1b12-43cd-bed8-cf4ab0114f31,CMP015,CUST0046,2024-09-05 13:09:00,conversion,google,web,37.35,ORD464921,true,233.59,SESSION390239
6d9aa05e-5b97-4fdb-b9d2-027d3c4a2bbd,CMP001,CUST0285,2024-03-05 04:54:00,conversion,google,android,9.72,ORD416989,true,422.3,SESSION529344
f57b7d57-05e3-4fe7-b5c5-1f00957c3696,CMP019,CUST0462,2024-06-12 20:38:00,conversion,facebook,ios,14.44,ORD443012,false,199.24,SESSION911610
20788dc4-a3fc-4f52-8e46-f8ffb2dd79ed,CMP001,CUST0263,2024-12-10 18:28:00,click,google,web,18.93,ORD489733,false,766.46,SESSION269160
0cc1758d-36ee-4c9e-ac0b-ebaf6d1ad175,CMP001,CUST0467,2024-04-14 03:08:00,impression,facebook,web,29.61,ORD427709,false,346.28,SESSION833476
897d3cad-86b7-4bee-ba60-5f643b314295,CMP004,CUST0380,2024-12-09 13:03:00,click,google,android,44.73,ORD489304,true,225.02,SESSION782848
27336246-3811-469b-9b76-291ab2785513,CMP012,CUST0170,2024-05-27 05:31:00,conversion,facebook,ios,48.28,ORD438432,false,493.39,SESSION756387
e1f538c5-428a-4303-9429-345c9807fa29,CMP006,CUST0317,2024-07-09 15:41:00,conversion,facebook,ios,12.44,ORD449969,true,742.35,SESSION681480
15a99890-0a27-4a7a-9fd2-bc9f02dbd8b8,CMP005,CUST0345,2024-08-31 00:27:00,click,tiktok,android,6.81,ORD463164,true,659.51,SESSION709020
7bb2567b-f8ad-4751-9de9-10330d3b186d,CMP012,CUST0060,2024-07-28 12:11:00,click,facebook,android,13.41,ORD454514,false,477.77,SESSION649693
586fe33a-1908-4484-8780-f02188cdc1db,CMP006,CUST0435,2024-02-07 13:41:00,click,tiktok,ios,32.1,ORD410176,false,784.85,SESSION322695
ba7f2e8e-0bf6-40c4-9ee6-1ac880dda3a2,CMP001,CUST0094,2024-02-06 00:04:00,conversion,facebook,web,46.36,ORD409824,true,308.08,SESSION396911
aefbd866-3112-4105-b915-4e549b840a6b,CMP006,CUST0001,2024-11-06 16:23:00,impression,facebook,ios,22.43,ORD480706,true,643.15,SESSION504686
abc1dd56-d681-420b-b0ce-12728f76ded8,CMP007,CUST0061,2024-02-14 17:26:00,click,google,ios,22.32,ORD412126,false,633.34,SESSION981180
6f123e23-9099-4bc4-b771-66bcaab3b30b,CMP015,CUST0217,2024-01-11 10:10:00,click,facebook,web,5.27,ORD403079,true,552.1,SESSION423797
b4bcbfb3-50e7-4b7e-83cc-cff9a7c5bc49,CMP003,CUST0256,2024-04-16 05:55:00,impression,google,web,8.04,ORD428331,true,203.36,SESSION735148
f72058e4-1258-42b6-8be6-9fa7fb2c7aef,CMP012,CUST0170,2024-04-11 20:45:00,conversion,tiktok,web,44.01,ORD427077,false,468.78,SESSION428152
c5a8390e-0a40-45d0-a01f-cb10b558f888,CMP019,CUST0248,2024-07-27 02:00:00,impression,google,android,48.18,ORD454149,false,716.57,SESSION589618
6f992a53-0c7e-4815-99c3-bb0d40bf6201,CMP010,CUST0386,2024-03-20 18:26:00,impression,google,android,46.77,ORD421106,false,643.03,SESSION588893
d8ef4bfc-9403-4214-8b82-3a40fda5ca43,CMP012,CUST0136,2024-06-27 22:04:00,click,facebook,android,33.15,ORD446463,true,495.08,SESSION887400
3daf87bc-265e-4973-b043-5ff79bc72208,CMP017,CUST0433,2024-04-03 06:36:00,impression,google,android,25.87,ORD424346,true,706.75,SESSION151261
b368c1b6-41c8-4a6e-9b44-9141e097970f,CMP005,CUST0447,2024-01-21 11:36:00,conversion,facebook,ios,12.89,ORD405742,false,264.34,SESSION827803
7ab52375-0d2c-43d7-961a-54f6b684639f,CMP004,CUST0186,2024-03-02 14:05:00,conversion,google,ios,43.3,ORD416166,false,108.81,SESSION906447
59a86f1a-6856-4069-af8d-ce7b16b16ac6,CMP004,CUST0021,2024-03-30 07:09:00,conversion,facebook,web,31.58,ORD423412,true,510.63,SESSION920912
4206cecf-ccf0-471f-a4a3-27460c866838,CMP018,CUST0464,2024-03-14 15:28:00,conversion,google,web,15.91,ORD419666,false,629.67,SESSION929467
db7bc121-32e0-4c0d-bb27-13524e3db97d,CMP005,CUST0036,2024-02-06 11:15:00,click,facebook,ios,25.62,ORD409658,true,465.6,SESSION562810
ffc0ccfe-b916-4ef8-b563-4e3d54264672,CMP020,CUST0198,2024-12-24 23:59:00,click,tiktok,ios,18.27,ORD493126,true,655.3,SESSION574602
832402e6-1714-49ee-b83a-8a3dee064499,CMP007,CUST0361,2024-03-08 21:19:00,conversion,facebook,ios,23.12,ORD417812,false,706.84,SESSION855598
2d8fbac6-a6eb-4d4b-8473-ca714dcfd3f8,CMP010,CUST0471,2024-06-16 07:00:00,click,google,ios,5.36,ORD444177,false,188.72,SESSION805822
f1b20f77-eb82-4b02-829f-20e63bb8f0d5,CMP005,CUST0354,2024-03-21 07:36:00,impression,google,web,16.09,ORD421522,false,745.18,SESSION925209
76f95955-f6fa-4eca-88de-bec828f241b2,CMP003,CUST0216,2024-03-12 20:00:00,conversion,facebook,ios,8.67,ORD419183,false,190.63,SESSION735404
a812cc24-1c2e-4c51-91d6-b0b3b7c11eaa,CMP009,CUST0380,2024-07-04 03:39:00,click,facebook,ios,47.55,ORD448456,false,593.21,SESSION370761
ed649194-8239-4273-829a-d2c1248fc08d,CMP014,CUST0361,2024-12-12 15:57:00,click,google,android,11.99,ORD490295,true,723.6,SESSION200961
20f253a6-e101-4db1-8d5f-d10336d4c1f7,CMP016,CUST0149,2024-11-10 21:53:00,impression,google,ios,7.4,ORD481942,true,220.36,SESSION736837
99c5d172-987c-458f-b85a-4d39715f2e79,CMP014,CUST0470,2024-03-22 03:10:00,click,tiktok,web,49.61,ORD421650,false,363.09,SESSION577268
80ba9307-df6d-4cdc-a930-1f13a7465344,CMP012,CUST0359,2024-06-10 07:49:00,conversion,google,ios,41.82,ORD442649,false,131.99,SESSION243936
4825287b-d83a-4e06-a8be-fcae6a67da82,CMP013,CUST0048,2024-07-10 15:04:00,click,google,web,16.22,ORD450378,true,255.75,SESSION509610
431851d6-ac5c-47b4-9457-c233a92af05c,CMP006,CUST0468,2024-10-18 07:11:00,conversion,facebook,android,6.72,ORD475891,true,402.85,SESSION317914
2ae6e09c-80ed-4f25-83bf-bc76a710628d,CMP020,CUST0474,2024-04-25 02:17:00,conversion,tiktok,ios,44.55,ORD430260,true,484.79,SESSION277223
8f82f29b-c18a-435f-a9e5-7d88d4329d25,CMP005,CUST0145,2024-06-12 17:54:00,click,facebook,ios,47.96,ORD442996,true,796.47,SESSION399197
e44f0bde-2aeb-4ab9-8800-2682293192ad,CMP003,CUST0403,2024-06-09 20:26:00,click,facebook,web,45.49,ORD442285,false,452.84,SESSION581576
7ff6bdc5-9651-4bf9-932f-9303241422fe,CMP004,CUST0125,2024-05-08 14:54:00,impression,facebook,web,15.64,ORD433888,true,470.43,SESSION794050
e1dad131-17da-4e4c-9551-e2ef3fb9156a,CMP001,CUST0133,2024-11-19 09:43:00,click,tiktok,web,20.45,ORD484182,true,387.97,SESSION112533
